# conf-name,group-name,topo,ptf_image_name,ptf,ptf_ip,ptf_ipv6,server,vm_base,dut,comment
r-tigon-04-t0-52-lag,vm-t1,t0-52,docker-ptf-mlnx,ptf-r-tigon-04,10.213.84.61/16,,server_4,VM0401,r-tigon-04,Mellanox MTR testbed
r-tigon-04-t0-56,vm-t1,t0-56,docker-ptf-mlnx,ptf-r-tigon-04,10.213.84.61/16,,server_4,VM0401,r-tigon-04,Mellanox MTR testbed
r-tigon-04-t0-64,vm-t1,t0-64,docker-ptf-mlnx,ptf-r-tigon-04,10.213.84.61/16,,server_4,VM0401,r-tigon-04,Mellanox MTR testbed
r-tigon-04-t1,vm-t1,t1,docker-ptf-mlnx,ptf-r-tigon-04,10.213.84.61/16,,server_4,VM0401,r-tigon-04,Mellanox MTR testbed
r-tigon-04-t1-lag,vm-t1,t1-lag,docker-ptf-mlnx,ptf-r-tigon-04,10.213.84.61/16,,server_4,VM0401,r-tigon-04,Mellanox MTR testbed
r-tigon-04-t1-64-lag,vm-t1,t1-64-lag,docker-ptf-mlnx,ptf-r-tigon-04,10.213.84.61/16,,server_4,VM0401,r-tigon-04,Mellanox MTR testbed
r-tigon-04-ptf32,vm-t1,ptf32,docker-ptf-mlnx,ptf-r-tigon-04,10.213.84.61/16,,server_4,VM0401,r-tigon-04,Mellanox MTR testbed
r-tigon-04-ptf64,vm-t1,ptf64,docker-ptf-mlnx,ptf-r-tigon-04,10.213.84.61/16,,server_4,VM0401,r-tigon-04,Mellanox MTR testbed
r-tigon-04-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-r-tigon-04,10.213.84.61/16,,server_4,VM0401,r-tigon-04,Mellanox MTR testbed

r-tigon-11-t0,vm-t1,t0,docker-ptf-mlnx,ptf-r-tigon-11,10.213.14.62/16,,server_16,VM1601,r-tigon-11,Mellanox MTR testbed
r-tigon-11-t0-16,vm-t1,t0-16,docker-ptf-mlnx,ptf-r-tigon-11,10.213.14.62/16,,server_16,VM1601,r-tigon-11,Mellanox MTR testbed
r-tigon-11-t0-52-lag,vm-t1,t0-52,docker-ptf-mlnx,ptf-r-tigon-11,10.213.14.62/16,,server_16,VM1601,r-tigon-11,Mellanox MTR testbed
r-tigon-11-t0-56,vm-t1,t0-56,docker-ptf-mlnx,ptf-r-tigon-11,10.213.14.62/16,,server_16,VM1601,r-tigon-11,Mellanox MTR testbed
r-tigon-11-t0-64,vm-t1,t0-64,docker-ptf-mlnx,ptf-r-tigon-11,10.213.14.62/16,,server_16,VM1601,r-tigon-11,Mellanox MTR testbed
r-tigon-11-t1,vm-t1,t1,docker-ptf-mlnx,ptf-r-tigon-11,10.213.14.62/16,,server_16,VM1601,r-tigon-11,Mellanox MTR testbed
r-tigon-11-t1-lag,vm-t1,t1-lag,docker-ptf-mlnx,ptf-r-tigon-11,10.213.14.62/16,,server_16,VM1601,r-tigon-11,Mellanox MTR testbed
r-tigon-11-t1-64-lag,vm-t1,t1-64-lag,docker-ptf-mlnx,ptf-r-tigon-11,10.213.14.62/16,,server_16,VM1601,r-tigon-11,Mellanox MTR testbed
r-tigon-11-ptf32,vm-t1,ptf32,docker-ptf-mlnx,ptf-r-tigon-11,10.213.14.62/16,,server_16,VM1601,r-tigon-11,Mellanox MTR testbed
r-tigon-11-ptf64,vm-t1,ptf64,docker-ptf-mlnx,ptf-r-tigon-11,10.213.14.62/16,,server_16,VM1601,r-tigon-11,Mellanox MTR testbed
r-tigon-11-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-r-tigon-11,10.213.14.62/16,,server_16,VM1601,r-tigon-11,Mellanox MTR testbed

r-tigon-20-t0,vm-t1,t0,docker-ptf-mlnx,ptf-r-tigon-20,10.215.18.183/16,,server_17,VM1701,r-tigon-20,Mellanox MTR testbed
r-tigon-20-t0-16,vm-t1,t0-16,docker-ptf-mlnx,ptf-r-tigon-20,10.215.18.183/16,,server_17,VM1701,r-tigon-20,Mellanox MTR testbed
r-tigon-20-t0-52-lag,vm-t1,t0-52,docker-ptf-mlnx,ptf-r-tigon-20,10.215.18.183/16,,server_17,VM1701,r-tigon-20,Mellanox MTR testbed
r-tigon-20-t0-56,vm-t1,t0-56,docker-ptf-mlnx,ptf-r-tigon-20,10.215.18.183/16,,server_17,VM1701,r-tigon-20,Mellanox MTR testbed
r-tigon-20-t0-64,vm-t1,t0-64,docker-ptf-mlnx,ptf-r-tigon-20,10.215.18.183/16,,server_17,VM1701,r-tigon-20,Mellanox MTR testbed
r-tigon-20-t1,vm-t1,t1,docker-ptf-mlnx,ptf-r-tigon-20,10.215.18.183/16,,server_17,VM1701,r-tigon-20,Mellanox MTR testbed
r-tigon-20-t1-lag,vm-t1,t1-lag,docker-ptf-mlnx,ptf-r-tigon-20,10.215.18.183/16,,server_17,VM1701,r-tigon-20,Mellanox MTR testbed
r-tigon-20-t1-64-lag,vm-t1,t1-64-lag,docker-ptf-mlnx,ptf-r-tigon-20,10.215.18.183/16,,server_17,VM1701,r-tigon-20,Mellanox MTR testbed
r-tigon-20-ptf32,vm-t1,ptf32,docker-ptf-mlnx,ptf-r-tigon-20,10.215.18.183/16,,server_17,VM1701,r-tigon-20,Mellanox MTR testbed
r-tigon-20-ptf64,vm-t1,ptf64,docker-ptf-mlnx,ptf-r-tigon-20,10.215.18.183/16,,server_17,VM1701,r-tigon-20,Mellanox MTR testbed
r-tigon-20-dualtor,vm-t1,dualtor,docker-ptf-mlnx,ptf-r-tigon-20,10.215.18.183/16,,server_17,VM1701,r-tigon-20,Mellanox MTR testbed
r-tigon-20-dualtor-64,vm-t1,dualtor-64,docker-ptf-mlnx,ptf-r-tigon-20,10.215.18.183/16,,server_17,VM1701,r-tigon-20,Mellanox MTR testbed
r-tigon-20-dualtor-aa,vm-t1,dualtor-aa,docker-ptf-mlnx,ptf-r-tigon-20,10.215.18.183/16,,server_17,VM1701,r-tigon-20,Mellanox MTR testbed
r-tigon-20-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-r-tigon-20,10.215.18.183/16,,server_17,VM1701,r-tigon-20,Mellanox MTR testbed

r-tigon-21-t0,vm-t1,t0,docker-ptf-mlnx,ptf-r-tigon-21,10.215.20.122/16,,server_18,VM1801,r-tigon-21,Mellanox MTR testbed
r-tigon-21-t0-16,vm-t1,t0-16,docker-ptf-mlnx,ptf-r-tigon-21,10.215.20.122/16,,server_18,VM1801,r-tigon-21,Mellanox MTR testbed
r-tigon-21-t0-52-lag,vm-t1,t0-52,docker-ptf-mlnx,ptf-r-tigon-21,10.215.20.122/16,,server_18,VM1801,r-tigon-21,Mellanox MTR testbed
r-tigon-21-t0-56,vm-t1,t0-56,docker-ptf-mlnx,ptf-r-tigon-21,10.215.20.122/16,,server_18,VM1801,r-tigon-21,Mellanox MTR testbed
r-tigon-21-t0-64,vm-t1,t0-64,docker-ptf-mlnx,ptf-r-tigon-21,10.215.20.122/16,,server_18,VM1801,r-tigon-21,Mellanox MTR testbed
r-tigon-21-t1,vm-t1,t1,docker-ptf-mlnx,ptf-r-tigon-21,10.215.20.122/16,,server_18,VM1801,r-tigon-21,Mellanox MTR testbed
r-tigon-21-t1-lag,vm-t1,t1-lag,docker-ptf-mlnx,ptf-r-tigon-21,10.215.20.122/16,,server_18,VM1801,r-tigon-21,Mellanox MTR testbed
r-tigon-21-t1-64-lag,vm-t1,t1-64-lag,docker-ptf-mlnx,ptf-r-tigon-21,10.215.20.122/16,,server_18,VM1801,r-tigon-21,Mellanox MTR testbed
r-tigon-21-ptf32,vm-t1,ptf32,docker-ptf-mlnx,ptf-r-tigon-21,10.215.20.122/16,,server_18,VM1801,r-tigon-21,Mellanox MTR testbed
r-tigon-21-ptf64,vm-t1,ptf64,docker-ptf-mlnx,ptf-r-tigon-21,10.215.20.122/16,,server_18,VM1801,r-tigon-21,Mellanox MTR testbed
r-tigon-21-dualtor,vm-t1,dualtor,docker-ptf-mlnx,ptf-r-tigon-21,10.215.20.122/16,,server_18,VM1801,r-tigon-21,Mellanox MTR testbed
r-tigon-21-dualtor-64,vm-t1,dualtor-64,docker-ptf-mlnx,ptf-r-tigon-21,10.215.20.122/16,,server_18,VM1801,r-tigon-21,Mellanox MTR testbed
r-tigon-21-dualtor-aa,vm-t1,dualtor-aa,docker-ptf-mlnx,ptf-r-tigon-21,10.215.20.122/16,,server_18,VM1801,r-tigon-21,Mellanox MTR testbed
r-tigon-21-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-r-tigon-21,10.215.20.122/16,,server_18,VM1801,r-tigon-21,Mellanox MTR testbed

mtvr-tigon-04-t0,vm-t2,t0,docker-ptf-mlnx,ptf-mtvr-tigon-04,10.245.36.37/20,,server_77,VM4201,mtvr-tigon-04,Mellanox MTVR testbed
mtvr-tigon-04-t0-16,vm-t2,t0-16,docker-ptf-mlnx,ptf-mtvr-tigon-04,10.245.36.37/20,,server_77,VM4201,mtvr-tigon-04,Mellanox MTVR testbed
mtvr-tigon-04-t0-52-lag,vm-t2,t0-52,docker-ptf-mlnx,ptf-mtvr-tigon-04,10.245.36.37/20,,server_77,VM4201,mtvr-tigon-04,Mellanox MTVR testbed
mtvr-tigon-04-t0-56,vm-t2,t0-56,docker-ptf-mlnx,ptf-mtvr-tigon-04,10.245.36.37/20,,server_77,VM4201,mtvr-tigon-04,Mellanox MTVR testbed
mtvr-tigon-04-t0-64,vm-t2,t0-64,docker-ptf-mlnx,ptf-mtvr-tigon-04,10.245.36.37/20,,server_77,VM4201,mtvr-tigon-04,Mellanox MTVR testbed
mtvr-tigon-04-t1,vm-t2,t1,docker-ptf-mlnx,ptf-mtvr-tigon-04,10.245.36.37/20,,server_77,VM4201,mtvr-tigon-04,Mellanox MTVR testbed
mtvr-tigon-04-t1-lag,vm-t2,t1-lag,docker-ptf-mlnx,ptf-mtvr-tigon-04,10.245.36.37/20,,server_77,VM4201,mtvr-tigon-04,Mellanox MTVR testbed
mtvr-tigon-04-t1-64-lag,vm-t2,t1-64-lag,docker-ptf-mlnx,ptf-mtvr-tigon-04,10.245.36.37/20,,server_77,VM4201,mtvr-tigon-04,Mellanox MTVR testbed
mtvr-tigon-04-ptf32,vm-t2,ptf32,docker-ptf-mlnx,ptf-mtvr-tigon-04,10.245.36.37/20,,server_77,VM4201,mtvr-tigon-04,Mellanox MTVR testbed
mtvr-tigon-04-ptf64,vm-t2,ptf64,docker-ptf-mlnx,ptf-mtvr-tigon-04,10.245.36.37/20,,server_77,VM4201,mtvr-tigon-04,Mellanox MTVR testbed
mtvr-tigon-04-dualtor,vm-t2,dualtor,docker-ptf-mlnx,ptf-mtvr-tigon-04,10.245.36.37/20,,server_77,VM4201,mtvr-tigon-04,Mellanox MTVR testbed
mtvr-tigon-04-dualtor-64,vm-t2,dualtor-64,docker-ptf-mlnx,ptf-mtvr-tigon-04,10.245.36.37/20,,server_77,VM4201,mtvr-tigon-04,Mellanox MTVR testbed
mtvr-tigon-04-dualtor-aa,vm-t2,dualtor-aa,docker-ptf-mlnx,ptf-mtvr-tigon-04,10.245.36.37/20,,server_77,VM4201,mtvr-tigon-04,Mellanox MTVR testbed
mtvr-tigon-04-ptf-any,vm-t2,ptf-any,docker-ptf-mlnx,ptf-mtvr-tigon-04,10.245.36.37/20,,server_77,VM4201,mtvr-tigon-04,Mellanox MTVR testbed

mtvr-tigon-02-t0,vm-t1,t0,docker-ptf-mlnx,ptf-mtvr-tigon-02,10.245.36.3/20,,server_76,VM4101,mtvr-tigon-02,Mellanox MTVR testbed
mtvr-tigon-02-t0-16,vm-t1,t0-16,docker-ptf-mlnx,ptf-mtvr-tigon-02,10.245.36.3/20,,server_76,VM4101,mtvr-tigon-02,Mellanox MTVR testbed
mtvr-tigon-02-t0-52-lag,vm-t1,t0-52,docker-ptf-mlnx,ptf-mtvr-tigon-02,10.245.36.3/20,,server_76,VM4101,mtvr-tigon-02,Mellanox MTVR testbed
mtvr-tigon-02-t0-56,vm-t1,t0-56,docker-ptf-mlnx,ptf-mtvr-tigon-02,10.245.36.3/20,,server_76,VM4101,mtvr-tigon-02,Mellanox MTVR testbed
mtvr-tigon-02-t0-64,vm-t1,t0-64,docker-ptf-mlnx,ptf-mtvr-tigon-02,10.245.36.3/20,,server_76,VM4101,mtvr-tigon-02,Mellanox MTVR testbed
mtvr-tigon-02-t1,vm-t1,t1,docker-ptf-mlnx,ptf-mtvr-tigon-02,10.245.36.3/20,,server_76,VM4101,mtvr-tigon-02,Mellanox MTVR testbed
mtvr-tigon-02-t1-lag,vm-t1,t1-lag,docker-ptf-mlnx,ptf-mtvr-tigon-02,10.245.36.3/20,,server_76,VM4101,mtvr-tigon-02,Mellanox MTVR testbed
mtvr-tigon-02-t1-64-lag,vm-t1,t1-64-lag,docker-ptf-mlnx,ptf-mtvr-tigon-02,10.245.36.3/20,,server_76,VM4101,mtvr-tigon-02,Mellanox MTVR testbed
mtvr-tigon-02-ptf32,vm-t1,ptf32,docker-ptf-mlnx,ptf-mtvr-tigon-02,10.245.36.3/20,,server_76,VM4101,mtvr-tigon-02,Mellanox MTVR testbed
mtvr-tigon-02-ptf64,vm-t1,ptf64,docker-ptf-mlnx,ptf-mtvr-tigon-02,10.245.36.3/20,,server_76,VM4101,mtvr-tigon-02,Mellanox MTVR testbed
mtvr-tigon-02-dualtor,vm-t1,dualtor,docker-ptf-mlnx,ptf-mtvr-tigon-02,10.245.36.3/20,,server_76,VM4101,mtvr-tigon-02,Mellanox MTVR testbed
mtvr-tigon-02-dualtor-64,vm-t1,dualtor-64,docker-ptf-mlnx,ptf-mtvr-tigon-02,10.245.36.3/20,,server_76,VM4101,mtvr-tigon-02,Mellanox MTVR testbed
mtvr-tigon-02-dualtor-aa,vm-t1,dualtor-aa,docker-ptf-mlnx,ptf-mtvr-tigon-02,10.245.36.3/20,,server_76,VM4101,mtvr-tigon-02,Mellanox MTVR testbed
mtvr-tigon-02-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-mtvr-tigon-02,10.245.36.3/20,,server_76,VM4101,mtvr-tigon-02,Mellanox MTVR testbed

r-tigris-26-t0,vm-t1,t0,docker-ptf-mlnx,ptf-r-tigris-26,10.215.20.61/16,,server_19,VM1901,r-tigris-26,Mellanox MTR testbed
r-tigris-26-t0-16,vm-t1,t0-16,docker-ptf-mlnx,ptf-r-tigris-26,10.215.20.61/16,,server_19,VM1901,r-tigris-26,Mellanox MTR testbed
r-tigris-26-t0-52,vm-t1,t0-52,docker-ptf-mlnx,ptf-r-tigris-26,10.215.20.61/16,,server_19,VM1901,r-tigris-26,Mellanox MTR testbed
r-tigris-26-t0-56,vm-t1,t0-56,docker-ptf-mlnx,ptf-r-tigris-26,10.215.20.61/16,,server_19,VM1901,r-tigris-26,Mellanox MTR testbed
r-tigris-26-t0-64,vm-t1,t0-64,docker-ptf-mlnx,ptf-r-tigris-26,10.215.20.61/16,,server_19,VM1901,r-tigris-26,Mellanox MTR testbed
r-tigris-26-t1,vm-t1,t1,docker-ptf-mlnx,ptf-r-tigris-26,10.215.20.61/16,,server_19,VM1901,r-tigris-26,Mellanox MTR testbed
r-tigris-26-t1-lag,vm-t1,t1-lag,docker-ptf-mlnx,ptf-r-tigris-26,10.215.20.61/16,,server_19,VM1901,r-tigris-26,Mellanox MTR testbed
r-tigris-26-t1-64-lag,vm-t1,t1-64-lag,docker-ptf-mlnx,ptf-r-tigris-26,10.215.20.61/16,,server_19,VM1901,r-tigris-26,Mellanox MTR testbed
r-tigris-26-ptf32,vm-t1,ptf32,docker-ptf-mlnx,ptf-r-tigris-26,10.215.20.61/16,,server_19,VM1901,r-tigris-26,Mellanox MTR testbed
r-tigris-26-ptf64,vm-t1,ptf64,docker-ptf-mlnx,ptf-r-tigris-26,10.215.20.61/16,,server_19,VM1901,r-tigris-26,Mellanox MTR testbed
r-tigris-26-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-r-tigris-26,10.215.20.61/16,,server_19,VM1901,r-tigris-26,Mellanox MTR testbed

c-panther-01-t0,vm-t1,t0,docker-ptf-mlnx,ptf-c-panther-01,10.75.207.41/24,,server_8,VM0801,c-panther-01,Mellanox MTBC testbed
c-panther-01-t0-56,vm-t1,t0-56,docker-ptf-mlnx,ptf-c-panther-01,10.75.207.41/24,,server_8,VM0801,c-panther-01,Mellanox MTBC testbed
c-panther-01-t1,vm-t1,t1,docker-ptf-mlnx,ptf-c-panther-01,10.75.207.41/24,,server_8,VM0801,c-panther-01,Mellanox MTBC testbed
c-panther-01-t1-lag,vm-t1,t1-lag,docker-ptf-mlnx,ptf-c-panther-01,10.75.207.41/24,,server_8,VM0801,c-panther-01,Mellanox MTBC testbed
c-panther-01-ptf32,vm-t1,ptf32,docker-ptf-mlnx,ptf-c-panther-01,10.75.207.41/24,,server_8,VM0801,c-panther-01,Mellanox MTBC testbed
c-panther-01-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-c-panther-01,10.75.207.41/24,,server_8,VM0801,c-panther-01,Mellanox MTBC testbed

mtbc-sonic-01-2410-t0,vm-t1,t0,docker-ptf-mlnx,ptf-mtbc02,10.75.206.220/24,,server_5,VM0501,mtbc-sonic-01-2410,Mellanox MTBC testbed
mtbc-sonic-01-2410-t1,vm-t1,t1,docker-ptf-mlnx,ptf-mtbc02,10.75.206.220/24,,server_5,VM0501,mtbc-sonic-01-2410,Mellanox MTBC testbed
mtbc-sonic-01-2410-t1-lag,vm-t1,t1-lag,docker-ptf-mlnx,ptf-mtbc02,10.75.206.220/24,,server_5,VM0501,mtbc-sonic-01-2410,Mellanox MTBC testbed
mtbc-sonic-01-2410-ptf32,vm-t1,ptf32,docker-ptf-mlnx,ptf-mtbc02,10.75.206.220/24,,server_5,VM0501,mtbc-sonic-01-2410,Mellanox MTBC testbed
mtbc-sonic-01-2410-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-mtbc02,10.75.206.220/24,,server_5,VM0501,mtbc-sonic-01-2410,Mellanox MTBC testbed

mtbc-sonic-03-2700-t0,vm-t1,t0,docker-ptf-mlnx,ptf-mtbc03,10.75.207.38/24,,server_10,VM1001,mtbc-sonic-03-2700,Mellanox MTBC testbed
mtbc-sonic-03-2700-t0-56,vm-t1,t0-56,docker-ptf-mlnx,ptf-mtbc03,10.75.207.38/24,,server_10,VM1001,mtbc-sonic-03-2700,Mellanox MTBC testbed
mtbc-sonic-03-2700-t1,vm-t1,t1,docker-ptf-mlnx,ptf-mtbc03,10.75.207.38/24,,server_10,VM1001,mtbc-sonic-03-2700,Mellanox MTBC testbed
mtbc-sonic-03-2700-t1-lag,vm-t1,t1-lag,docker-ptf-mlnx,ptf-mtbc03,10.75.207.38/24,,server_10,VM1001,mtbc-sonic-03-2700,Mellanox MTBC testbed
mtbc-sonic-03-2700-ptf32,vm-t1,ptf32,docker-ptf-mlnx,ptf-mtbc03,10.75.207.38/24,,server_10,VM1001,mtbc-sonic-03-2700,Mellanox MTBC testbed
mtbc-sonic-03-2700-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-mtbc03,10.75.207.38/24,,server_10,VM1001,mtbc-sonic-03-2700,Mellanox MTBC testbed

dev-r-vrt-233-010-t0,vms6-1,t0,docker-ptf-mlnx,ptf-233-010,10.212.233.9/16,,server_52,VM5201,dev-r-vrt-233-010,Mellanox virtual SID testbed
dev-r-vrt-233-010-ptf32,vms6-1,ptf32,docker-ptf-mlnx,ptf-233-010,10.212.233.9/16,,server_52,VM5201,dev-r-vrt-233-010,Mellanox virtual SID testbed
dev-r-vrt-232-010-t0,vms6-2,t0,docker-ptf-mlnx,ptf-232-010,10.212.232.9/16,,server_50,VM5001,dev-r-vrt-232-010,Mellanox virtual SID testbed
dev-r-vrt-232-010-ptf32,vms6-2,ptf32,docker-ptf-mlnx,ptf-232-010,10.212.232.9/16,,server_50,VM5001,dev-r-vrt-232-010,Mellanox virtual SID testbed

r-panther-01-t0,vm-t1,t0,docker-ptf-mlnx,ptf-r-panther-01,10.215.28.122/16,,server_68,VM3301,r-panther-01,Mellanox MTR testbed
r-panther-01-t0-56,vm-t1,t0-56,docker-ptf-mlnx,ptf-r-panther-01,10.215.28.122/16,,server_68,VM3301,r-panther-01,Mellanox MTR testbed
r-panther-01-t1,vm-t1,t1,docker-ptf-mlnx,ptf-r-panther-01,10.215.28.122/16,,server_68,VM3301,r-panther-01,Mellanox MTR testbed
r-panther-01-t1-lag,vm-t1,t1-lag,docker-ptf-mlnx,ptf-r-panther-01,10.215.28.122/16,,server_68,VM3301,r-panther-01,Mellanox MTR testbed
r-panther-01-ptf32,vm-t1,ptf32,docker-ptf-mlnx,ptf-r-panther-01,10.215.28.122/16,,server_68,VM3301,r-panther-01,Mellanox MTR testbed
r-panther-01-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-r-panther-01,10.215.28.122/16,,server_68,VM3301,r-panther-01,Mellanox MTR testbed

r-panther-02-t0,vm-t1,t0,docker-ptf-mlnx,ptf-r-panther-02,10.215.32.182/16,,server_67,VM3201,r-panther-02,Mellanox MTR testbed
r-panther-02-t0-56,vm-t1,t0-56,docker-ptf-mlnx,ptf-r-panther-02,10.215.32.182/16,,server_67,VM3201,r-panther-02,Mellanox MTR testbed
r-panther-02-t1,vm-t1,t1,docker-ptf-mlnx,ptf-r-panther-02,10.215.32.182/16,,server_67,VM3201,r-panther-02,Mellanox MTR testbed
r-panther-02-t1-lag,vm-t1,t1-lag,docker-ptf-mlnx,ptf-r-panther-02,10.215.32.182/16,,server_67,VM3201,r-panther-02,Mellanox MTR testbed
r-panther-02-ptf32,vm-t1,ptf32,docker-ptf-mlnx,ptf-r-panther-02,10.215.32.182/16,,server_67,VM3201,r-panther-02,Mellanox MTR testbed
r-panther-02-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-r-panther-02,10.215.32.182/16,,server_67,VM3201,r-panther-02,Mellanox MTR testbed

r-panther-42-t0,vm-t2,t0,docker-ptf-mlnx,ptf-r-panther-42,10.215.34.121/16,,server_70,VM3501,r-panther-42,Mellanox MTR testbed
r-panther-42-t0-56,vm-t2,t0-56,docker-ptf-mlnx,ptf-r-panther-42,10.215.34.121/16,,server_70,VM3501,r-panther-42,Mellanox MTR testbed
r-panther-42-t1,vm-t2,t1,docker-ptf-mlnx,ptf-r-panther-42,10.215.34.121/16,,server_70,VM3501,r-panther-42,Mellanox MTR testbed
r-panther-42-t1-lag,vm-t2,t1-lag,docker-ptf-mlnx,ptf-r-panther-42,10.215.34.121/16,,server_70,VM3501,r-panther-42,Mellanox MTR testbed
r-panther-42-ptf32,vm-t2,ptf32,docker-ptf-mlnx,ptf-r-panther-42,10.215.34.121/16,,server_70,VM3501,r-panther-42,Mellanox MTR testbed
r-panther-42-ptf-any,vm-t2,ptf-any,docker-ptf-mlnx,ptf-r-panther-42,10.215.34.121/16,,server_70,VM3501,r-panther-42,Mellanox MTR testbed

r-panther-40-t0,vm-t2,t0,docker-ptf-mlnx,ptf-r-panther-40,10.215.30.182/16,,server_71,VM3601,r-panther-40,Mellanox MTR testbed
r-panther-40-t0-56,vm-t2,t0-56,docker-ptf-mlnx,ptf-r-panther-40,10.215.30.182/16,,server_71,VM3601,r-panther-40,Mellanox MTR testbed
r-panther-40-t1,vm-t2,t1,docker-ptf-mlnx,ptf-r-panther-40,10.215.30.182/16,,server_71,VM3601,r-panther-40,Mellanox MTR testbed
r-panther-40-t1-lag,vm-t2,t1-lag,docker-ptf-mlnx,ptf-r-panther-40,10.215.30.182/16,,server_71,VM3601,r-panther-40,Mellanox MTR testbed
r-panther-40-ptf32,vm-t2,ptf32,docker-ptf-mlnx,ptf-r-panther-40,10.215.30.182/16,,server_71,VM3601,r-panther-40,Mellanox MTR testbed
r-panther-40-ptf-any,vm-t2,ptf-any,docker-ptf-mlnx,ptf-r-panther-40,10.215.30.182/16,,server_71,VM3601,r-panther-40,Mellanox MTR testbed

r-panther-45-t0,vm-t2,t0,docker-ptf-mlnx,ptf-r-panther-45,10.215.34.249/16,,server_75,VM4001,r-panther-45,Mellanox MTR testbed
r-panther-45-t0-56,vm-t2,t0-56,docker-ptf-mlnx,ptf-r-panther-45,10.215.34.249/16,,server_75,VM4001,r-panther-45,Mellanox MTR testbed
r-panther-45-t1,vm-t2,t1,docker-ptf-mlnx,ptf-r-panther-45,10.215.34.249/16,,server_75,VM4001,r-panther-45,Mellanox MTR testbed
r-panther-45-t1-lag,vm-t2,t1-lag,docker-ptf-mlnx,ptf-r-panther-45,10.215.34.249/16,,server_75,VM4001,r-panther-45,Mellanox MTR testbed
r-panther-45-ptf32,vm-t2,ptf32,docker-ptf-mlnx,ptf-r-panther-45,10.215.34.249/16,,server_75,VM4001,r-panther-45,Mellanox MTR testbed
r-panther-45-ptf-any,vm-t2,ptf-any,docker-ptf-mlnx,ptf-r-panther-45,10.215.34.249/16,,server_75,VM4001,r-panther-45,Mellanox MTR testbed

r-panther-23-t0,vm-t1,t0,docker-ptf-mlnx,ptf-r-panther-23,10.215.34.182/16,,server_74,VM3901,r-panther-23,Mellanox MTR testbed
r-panther-23-t0-56,vm-t1,t0-56,docker-ptf-mlnx,ptf-r-panther-23,10.215.34.182/16,,server_74,VM3901,r-panther-23,Mellanox MTR testbed
r-panther-23-t1,vm-t1,t1,docker-ptf-mlnx,ptf-r-panther-23,10.215.34.182/16,,server_74,VM3901,r-panther-23,Mellanox MTR testbed
r-panther-23-t1-lag,vm-t1,t1-lag,docker-ptf-mlnx,ptf-r-panther-23,10.215.34.182/16,,server_74,VM3901,r-panther-23,Mellanox MTR testbed
r-panther-23-ptf32,vm-t1,ptf32,docker-ptf-mlnx,ptf-r-panther-23,10.215.34.182/16,,server_74,VM3901,r-panther-23,Mellanox MTR testbed
r-panther-23-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-r-panther-23,10.215.34.182/16,,server_74,VM3901,r-panther-23,Mellanox MTR testbed

mtvr-hippo-03-t0,vm-t1,t0,docker-ptf-mlnx,ptf-mtvr-hippo-03,10.245.34.122/20,,server_73,VM3801,mtvr-hippo-03,Mellanox MTR testbed
mtvr-hippo-03-t0-64,vm-t1,t0-64,docker-ptf-mlnx,ptf-mtvr-hippo-03,10.245.34.122/20,,server_73,VM3801,mtvr-hippo-03,Mellanox MTR testbed
mtvr-hippo-03-t1,vm-t1,t1,docker-ptf-mlnx,ptf-mtvr-hippo-03,10.245.34.122/20,,server_73,VM3801,mtvr-hippo-03,Mellanox MTR testbed
mtvr-hippo-03-t1-lag,vm-t1,t1-lag,docker-ptf-mlnx,ptf-mtvr-hippo-03,10.245.34.122/20,,server_73,VM3801,mtvr-hippo-03,Mellanox MTR testbed
mtvr-hippo-03-ptf32,vm-t1,ptf32,docker-ptf-mlnx,ptf-mtvr-hippo-03,10.245.34.122/20,,server_73,VM3801,mtvr-hippo-03,Mellanox MTR testbed
mtvr-hippo-03-ptf-any,vm-t1,ptf-any,docker-ptf-mlnx,ptf-mtvr-hippo-03,10.245.34.122/20,,server_73,VM3801,mtvr-hippo-03,Mellanox MTR testbed

mtvr-hippo-02-t0,vm-t2,t0,docker-ptf-mlnx,ptf-mtvr-hippo-02,10.245.34.182/20,,server_81,VM4601,mtvr-hippo-02,Mellanox MTR testbed
mtvr-hippo-02-t0-64,vm-t2,t0-64,docker-ptf-mlnx,ptf-mtvr-hippo-02,10.245.34.182/20,,server_81,VM4601,mtvr-hippo-02,Mellanox MTR testbed
mtvr-hippo-02-t1,vm-t2,t1,docker-ptf-mlnx,ptf-mtvr-hippo-02,10.245.34.182/20,,server_81,VM4601,mtvr-hippo-02,Mellanox MTR testbed
