Hostname,ManagementIp,HwSku,Type,Protocol,Os
r-bison-20,10.210.25.178/22,Mellanox-SN5640-C448O16,DevSonic,,sonic
r-bison-21,10.210.25.176/22,Mellanox-SN5640-C448O16,FanoutLeaf,,sonic
r-moose-06,10.210.25.6/22,Mellanox-SN5600-C256S1,FanoutLeaf,,sonic
r-leopard-90,10.210.25.90/22,Mellanox-SN3800-D112S16,FanoutRoot,,sonic
r-sonic-20,10.215.20.1,TestServ,Server,,
pdu-10-208-2-14,10.208.2.15,Vertiv,Pdu,snmp,
rcon-sws-1-3,10.208.0.85,,ConsoleServer,ssh,sonic


