Hostname,ManagementIp,HwSku,Type,Protocol,Os,PortConfigIni
mtvr-moose-04,10.245.20.42/22,ACS-SN5600,DevSonic,,sonic
mtvr-liger-03,10.245.20.45/22,ACS-MSN4600,FanoutLeaf,,sonic,files/hwsku_vars/mtvr-moose-04_setup/ACS-SN5600/port_config.ini
mtvr-r740-01,10.245.20.60,TestServ,Server,,
pdu-10-245-2-23,10.245.2.23,Vertiv,Pdu,snmp,
rcon-mtvr-rack-2-6,10.245.2.8,,ConsoleServer,ssh,sonic
