Hostname,ManagementIp,HwSku,Type,Protocol,Os,PortConfigIni
r-bobcat-03,10.210.25.4/22,Mellanox-SN4280-O28,DevSonic,,sonic
r-leopard-80,10.210.24.166/22,ACS-MSN4700,FanoutLeaf,,sonic,files/hwsku_vars/r-bobcat-03_setup/Mellanox-SN4280-O28/port_config.ini
r-r740-14,10.215.28.180,TestServ,Server,,
pdu-10-208-0-23,10.208.0.23,Raritan,Pdu,snmp,
pdu-10-208-0-24,10.208.0.24,Raritan,Pdu,snmp,
rcon-SWS-1-3,10.208.0.47,,ConsoleServer,ssh,sonic
