Hostname,ManagementIp,HwSku,Type,Protocol,Os,PortConfigIni
r-leopard-01,10.210.24.44/22,Mellanox-SN4700-O32,DevSonic,,sonic
r-leopard-20,10.210.25.114/22,Mellanox-SN4700-O32,FanoutLeaf,,sonic,files/hwsku_vars/r-leopard-01_setup/Mellanox-SN4700-O32/port_config.ini
arc-host70,10.215.22.60,TestServ,Server,,
pdu-10-208-0-186,10.208.0.186,Raritan,Pdu,snmp,
rcon-sws-2-4,10.208.0.49,,ConsoleServer,ssh,sonic
