StartDevice,StartPort,EndDevice,EndPort,EndFeed
pdu-10-208-0-23,15,r-bobcat-01,PSU1,
pdu-10-208-0-24,15,r-bobcat-01,PSU2,
pdu-10-208-0-23,14,r-bobcat-03,PSU1,
pdu-10-208-0-24,14,r-bobcat-03,PSU2,
