StartDevice,StartPort,EndDevice,Console_type,Console_menu_type,Proxy
rcon-sws-2-6,7045,r-bobcat-01,ssh,,root
rcon-sws-2-6,7046,r-leopard-82,ssh,,root
rcon-SWS-1-3,7048,r-bobcat-03,ssh,,root
rcon-SWS-1-3,7047,r-leopard-80,ssh,,root
