Hostname,ManagementIp,HwSku,Type,Protocol,Os
r-panther-01,10.210.25.27/22,Mellanox-SN2700-A1-D48C8,DevSonic,,sonic
r-panther-07,10.210.24.177/22,MLNX-OS,FanoutLeaf,,
r-r740-12,10.215.28.120,TestServ,Server,,
pdu-10-208-0-192,10.208.0.192,Sentry,Pdu,snmp,
rcon-SWS-1-3,10.208.0.80,,ConsoleServer,ssh,sonic
