Hostname,ManagementIp,HwSku,Type,Protocol,Os
mtvr-bobcat-03,10.245.21.112/22,Mellanox-SN4280-O28,DevSonic,,sonic
mtvr-leopard-06,10.245.21.114/22,ACS-MSN4700,FanoutLeaf,,sonic
mtvr-dl360-04,10.245.44.120,TestServ,Server,,
pdu-10-245-2-15,10.245.2.15,Sentry,CDU,snmp,
pdu-10-245-2-34,10.245.2.34,Emerson,Pdu,snmp,
rcon-mtvr-rack-1-3,10.245.2.42,,ConsoleServer,ssh,sonic
