Hostname,ManagementIp,HwSku,Type,Protocol,Os
r-r740-07-bf3-sonic-01,10.215.20.237,Nvidia-9009d3b600CVAA,DevSonic,,sonic
r-anaconda-86,10.210.24.190,MLNX-OS,FanoutLeaf,,
r-r740-07,10.215.20.180,TestServ,Server,,
