StartDevice,StartPort,EndDevice,EndPort,BandWidth,VlanID,VlanMode,AutoNeg
mtvr-gaur-03,Ethernet0,mtvr-gaur-12,Ethernet0,100000,101,Access,on
mtvr-gaur-03,Ethernet1,mtvr-gaur-12,Ethernet1,100000,102,Access,on
mtvr-gaur-03,Ethernet2,mtvr-gaur-12,Ethernet2,100000,103,Access,on
mtvr-gaur-03,Ethernet3,mtvr-gaur-12,Ethernet3,100000,104,Access,on
mtvr-gaur-03,Ethernet4,mtvr-gaur-12,Ethernet4,100000,105,Access,on
mtvr-gaur-03,Ethernet5,mtvr-gaur-12,Ethernet5,100000,106,Access,on
mtvr-gaur-03,Ethernet6,mtvr-gaur-12,Ethernet6,100000,107,Access,on
mtvr-gaur-03,Ethernet7,mtvr-gaur-12,Ethernet7,100000,108,Access,on
mtvr-gaur-03,Ethernet16,mtvr-gaur-12,Ethernet16,100000,109,Access,on
mtvr-gaur-03,Ethernet17,mtvr-gaur-12,Ethernet17,100000,110,Access,on
mtvr-gaur-03,Ethernet18,mtvr-gaur-12,Ethernet18,100000,111,Access,on
mtvr-gaur-03,Ethernet19,mtvr-gaur-12,Ethernet19,100000,112,Access,on
mtvr-gaur-03,Ethernet20,mtvr-gaur-12,Ethernet20,100000,113,Access,on
mtvr-gaur-03,Ethernet21,mtvr-gaur-12,Ethernet21,100000,114,Access,on
mtvr-gaur-03,Ethernet22,mtvr-gaur-12,Ethernet22,100000,115,Access,on
mtvr-gaur-03,Ethernet23,mtvr-gaur-12,Ethernet23,100000,116,Access,on
mtvr-gaur-03,Ethernet32,mtvr-gaur-12,Ethernet32,100000,117,Access,on
mtvr-gaur-03,Ethernet33,mtvr-gaur-12,Ethernet33,100000,118,Access,on
mtvr-gaur-03,Ethernet34,mtvr-gaur-12,Ethernet34,100000,119,Access,on
mtvr-gaur-03,Ethernet35,mtvr-gaur-12,Ethernet35,100000,120,Access,on
mtvr-gaur-03,Ethernet36,mtvr-gaur-12,Ethernet36,100000,121,Access,on
mtvr-gaur-03,Ethernet37,mtvr-gaur-12,Ethernet37,100000,122,Access,on
mtvr-gaur-03,Ethernet38,mtvr-gaur-12,Ethernet38,100000,123,Access,on
mtvr-gaur-03,Ethernet39,mtvr-gaur-12,Ethernet39,100000,124,Access,on
mtvr-gaur-03,Ethernet48,mtvr-gaur-12,Ethernet48,100000,125,Access,on
