Hostname,ManagementIp,HwSku,Type,Protocol,Os
mtvr-gaur-03,10.245.21.116/22,Mellanox-SN5610N-C256S2,DevSonic,,sonic
mtvr-gaur-12,10.245.21.104/22,Mellanox-SN5610N-C256S2,FanoutLeaf,,sonic
mtvr-dl380-14,10.245.46.60,TestServ,Server,,
pdu-10-245-2-15,10.245.2.15,Vertiv,Pdu,snmp,
pdu-10-245-2-34,10.245.2.34,Vertiv,Pdu,snmp,
rcon-mtvr-rack-1-3,10.245.2.42,,ConsoleServer,ssh,sonic
