Hostname,ManagementIp,HwSku,Type,Protocol,Os
mtvr-bison-03,10.245.21.116/22,Mellanox-SN5610N-C224O8,DevSonic,,sonic
mtvr-moose-12,10.245.21.104/22,Mellanox-SN5600-C224O8,FanoutLeaf,,sonic
mtvr-r730-06,10.245.44.60,TestServ,Server,,
pdu-10-245-2-15,10.245.2.15,Vertiv,Pdu,snmp,
rcon-mtvr-rack-1-3,10.245.2.42,,ConsoleServer,ssh,sonic
