Hostname,ManagementIp,HwSku,Type,Protocol,Os
r-leopard-01,10.210.24.44/22,Mellanox-SN4700-O8C48,DevSonic,,sonic
r-leopard-20,10.210.25.114/22,Mellanox-SN4700-O8C48,FanoutLeaf,,sonic
arc-host70,10.215.22.60,TestServ,Server,,
pdu-10-208-0-186,10.208.0.186,Sentry,CDU,snmp,
rcon-sws-2-4,10.208.0.49,,ConsoleServer,ssh,sonic
