Hostname,ManagementIp,HwSku,Type,Protocol,Os
r-bison-16,10.210.26.15/22,Mellanox-SN5640-C512S2,DevSonic,,sonic
r-bison-17,10.210.26.17/22,Mellanox-SN5640-C512S2,FanoutLeaf,,sonic
r-moose-06,10.210.25.6/22,Mellanox-SN5600-C256S1,FanoutLeaf,,sonic
r-sonic-17,10.215.40.180,TestServ,Server,,
ptf-r-bison-16,10.215.40.182,Vertiv,Pdu,snmp,
rcon-sws-1-3,10.208.0.80,,ConsoleServer,ssh,sonic
