Hostname,ManagementIp,HwSku,Type,Protocol,Os
r-bison-04,10.210.25.14/22,Mellanox-SN5640-C512S2,DevSonic,,sonic
r-bison-05,10.210.25.15/22,Mellanox-SN5640-C512S2,FanoutLeaf,,sonic
r-moose-06,10.210.25.6/22,Mellanox-SN5600-C256S1,FanoutLeaf,,sonic
r-sonic-13,10.215.47.20,TestServ,Server,,
pdu-10-208-2-47,10.208.2.47,Vertiv,Pdu,snmp,
pdu-10-208-0-189,10.208.0.189,Raritan,Pdu,snmp,
rcon-sws-1-3,10.208.0.80,,ConsoleServer,ssh,sonic
