Hostname,ManagementIp,HwSku,Type,Protocol,Os
r-panther-02,2001:db8:1234:5678:a288:c2ff:fe86:5c40,Mellanox-SN2700-A1,DevSonic,,sonic
r-panther-08,2001:db8:1234:5678:7efe:90ff:fe2c:65d0,MLNX-OS,FanoutLeaf,,
r-r740-13,10.215.32.180,TestServ,Server,,
pdu-10-208-0-192,10.208.0.192,Raritan,Pdu,snmp,
rcon-SWS-1-3,10.208.0.80,,ConsoleServer,ssh,sonic
