Hostname,ManagementIp,HwSku,Type,Protocol,Os
mtvr-bobcat-04,10.245.21.113/22,Mellanox-SN4280-O28,DevSonic,,sonic
mtvr-leopard-07,10.245.21.115/22,ACS-MSN4700,FanoutLeaf,,sonic
mtvr-dl360-04,10.245.44.120,TestServ,Server,,
pdu-10-245-2-15,10.245.2.15,Vertiv,CDU,snmp,
pdu-10-245-2-34,10.245.2.34,Vertiv,Pdu,snmp,
rcon-sws-2-6,10.208.0.85,,ConsoleServer,ssh,sonic
