Hostname,ManagementIp,HwSku,Type,Protocol,Os
r-leopard-32,10.210.24.55/22,ACS-MSN4700,DevSonic,,sonic
pdu-10-208-2-33,10.208.2.33,Emerson,Pdu,snmp,
