Hostname,ManagementIp,HwSku,Type,Protocol,Os
slm-233,10.220.13.233/22,Mellanox-SN6600_LD-P64O128C2,DevSonic,,sonic
slm-233-bmc,10.193.67.233,bmc,DevSonic,,sonic
pdu-10-193-230-180,10.193.230.180,Raritan,Pdu,snmp,
