Hostname,ManagementIp,HwSku,Type,Protocol,Os
r-ocelot-07,10.210.24.11/22,ACS-MSN4410,DevSonic,,sonic
pdu-10-208-0-136,10.208.0.136,Sentry,CDU,snmp,
