Hostname,ManagementIp,HwSku,Type,Protocol,Os
bison-1267,10.220.12.67/22,Mellanox-SN5640-C512S2,DevSonic,,sonic
pdu-10-193-230-193,10.193.230.193,Raritan,Pdu,snmp,
