Hostname,ManagementIp,HwSku,Type,Protocol,Os
r-leopard-41,10.210.24.85/22,ACS-MSN4700,DevSonic,,sonic
pdu-10-208-0-158,10.208.0.158,Sentry,CDU,snmp,
