Hostname,ManagementIp,HwSku,Type,Protocol,Os
mtvr-hippo-01,10.245.20.56/22,ACS-SN5400,DevSonic,,sonic
pdu-10-245-2-40,10.245.2.40,Vertiv,Pdu,snmp,
