Hostname,ManagementIp,HwSku,Type,Protocol,Os
r-panther-36,10.210.24.35/22,Mellanox-SN2700,DevSonic,,sonic
pdu-10-208-0-18,10.208.0.18,Sentry,CDU,snmp,
