StartDevice,StartPort,EndDevice,EndPort,EndFeed
pdu-10-245-2-16,20,mtvr-tigon-02,PSU1,
pdu-10-245-2-40,20,mtvr-tigon-02,PSU2,
pdu-10-245-2-16,19,mtvr-tigon-01,PSU1,
pdu-10-245-2-40,19,mtvr-tigon-01,PSU2,
