Hostname,ManagementIp,HwSku,Type,Protocol,Os
mtvr-moose-10,10.245.21.100/22,ACS-SN5600,DevSonic,,sonic
pdu-10-245-2-24,10.245.2.24,Vertiv,Pdu,snmp,
