Hostname,ManagementIp,HwSku,Type,Protocol,Os
r-panther-13,10.210.24.72/22,Mellanox-SN2700,DevSonic,,sonic
pdu-10-208-2-33,10.208.2.33,Emerson,Pdu,snmp,
