StartDevice,StartPort,EndDevice,EndPort,EndFeed
pdu-10-208-0-23,1.16,r-tigris-25,PSU1,
pdu-10-208-0-23,1.20,r-tigris-25,PSU2,
pdu-10-208-0-24,1.22,r-tigris-28,PSU1,
pdu-10-208-0-24,1.23,r-tigris-28,PSU2,
