Hostname,ManagementIp,HwSku,Type,Protocol,Os
bison-1211,10.220.12.11/22,Mellanox-SN5640-C512S2,DevSonic,,sonic
pdu-10-193-228-79,10.193.228.79,Raritan,Pdu,snmp,
