Hostname,ManagementIp,HwSku,Type,Protocol,Os
mtvr-hippo-05,10.245.21.48/22,ACS-SN5400,DevSonic,,sonic
pdu-10-245-2-24,10.245.2.24,Vertiv,Pdu,snmp,
