Hostname,ManagementIp,HwSku,Type,Protocol,Os
r-anaconda-71,10.210.25.187/22,ACS-MSN3700,DevSonic,,sonic
pdu-10-208-0-210,10.208.0.210,ApcRPDU,Pdu,snmp,
