Hostname,ManagementIp,HwSku,Type,Protocol,Os
r-spider-05,10.210.24.178/22,ACS-MSN2410,DevSonic,,sonic
pdu-10-208-0-23,10.208.0.23,Sentry,CDU,snmp,
