Hostname,ManagementIp,HwSku,Type,Protocol,Os
r-tigon-15,10.210.24.52/22,ACS-MSN4600C,DevSonic,,sonic
pdu-10-208-0-158,10.208.0.158,Sentry,CDU,snmp,
