Hostname,ManagementIp,HwSku,Type,Protocol,Os
r-anaconda-70,10.210.24.228/22,ACS-MSN3700,DevSonic,,sonic
pdu-10-208-0-210,10.208.0.210,ApcRPDU,Pdu,snmp,
