Hostname,ManagementIp,HwSku,Type,Protocol,Os
r-alligator-04,10.210.24.172/22,ACS-SN2201,DevSonic,,sonic
pdu-10-208-0-18,10.208.0.18,Sentry,CDU,snmp,
