Hostname,ManagementIp,HwSku,Type,Protocol,Os
r-leopard-50,10.210.25.201/22,ACS-MSN4700,DevSonic,,sonic
pdu-10-208-0-137,10.208.0.137,Sentry,CDU,snmp,
