Hostname,ManagementIp,HwSku,Type,Protocol,Os
r-panther-03,10.210.25.2/22,Mellanox-SN2700-A1,DevSonic,,sonic
pdu-10-208-0-18,10.208.0.18,Sentry,CDU,snmp,
