Hostname,ManagementIp,HwSku,Type,Protocol,Os
r-liger-02,10.210.25.88/22,ACS-MSN4600,DevSonic,,sonic
pdu-10-208-0-158,10.208.0.158,Sentry,CDU,snmp,
