Hostname,ManagementIp,HwSku,Type,Protocol,Os
r-tigris-22,10.210.24.108/22,ACS-MSN3800,DevSonic,,sonic
pdu-10-208-2-33,10.208.2.33,Emerson,Pdu,snmp,
