Hostname,ManagementIp,HwSku,Type,Protocol,Os
r-panther-20,10.210.25.192/20,Mellanox-SN2700,DevSonic,,sonic
pdu-10-208-0-157,10.208.0.157,Sentry,CDU,snmp,
