StartDevice,StartPort,EndDevice,EndPort,EndFeed
pdu-10-208-0-20,1.1,r-tigon-20,PSU1,
pdu-10-208-0-20,1.4,r-tigon-20,PSU2,
pdu-10-208-0-20,1.2,r-tigon-19,PSU1,
pdu-10-208-0-20,1.3,r-tigon-19,PSU2,
