Hostname,ManagementIp,HwSku,Type,Protocol,Os
bobcat-10,10.220.12.21/22,Mellanox-SN4280-O8C40,DevSonic,,sonic
pdu-10-193-229-95,10.193.229.95,Vertiv,Pdu,snmp,
