Hostname,ManagementIp,HwSku,Type,Protocol,Os
r-leopard-56,10.210.24.97/22,ACS-MSN4700,DevSonic,,sonic
pdu-10-208-2-33,10.208.2.33,Emerson,Pdu,snmp,
