StartDevice,StartPort,EndDevice,EndPort,EndFeed
pdu-10-208-0-182,5,r-bison-22,PSU1,
pdu-10-208-0-186,5,r-bison-22,PSU2,
pdu-10-208-0-186,6,r-bison-22,PSU3,
pdu-10-208-0-186,7,r-bison-22,PSU4,
