Hostname,ManagementIp,HwSku,Type,Protocol,Os,PortConfigIni
r-bobcat-01,10.210.26.177/22,Mellanox-SN4280-O8C80,DevSonic,,sonic
r-leopard-82,10.210.26.108/22,ACS-MSN4700,FanoutLeaf,,sonic,files/hwsku_vars/r-bobcat-01_setup/Mellanox-SN4280-O8C80/port_config.ini
r-r740-14,10.215.28.180,TestServ,Server,,
pdu-10-208-0-23,10.208.0.23,Raritan,Pdu,snmp,
pdu-10-208-0-24,10.208.0.24,Raritan,Pdu,snmp,
rcon-sws-2-6,10.208.0.47,,ConsoleServer,ssh,sonic
