StartDevice,StartPort,EndDevice,EndPort,BandWidth,VlanID,VlanMode
r-moose-01,Ethernet0,r-liger-12,Ethernet0,50000,101,Access
r-moose-01,Ethernet1,r-liger-12,Ethernet1,50000,102,Access
r-moose-01,Ethernet2,r-liger-12,Ethernet2,50000,103,Access
r-moose-01,Ethernet3,r-liger-12,Ethernet3,50000,104,Access
r-moose-01,Ethernet4,r-liger-12,Ethernet4,50000,105,Access
r-moose-01,Ethernet5,r-liger-12,Ethernet5,50000,106,Access
r-moose-01,Ethernet6,r-liger-12,Ethernet6,50000,107,Access
r-moose-01,Ethernet7,r-liger-12,Ethernet7,50000,108,Access
r-moose-01,Ethernet16,r-liger-12,Ethernet8,50000,109,Access
r-moose-01,Ethernet17,r-liger-12,Ethernet9,50000,110,Access
r-moose-01,Ethernet18,r-liger-12,Ethernet10,50000,111,Access
r-moose-01,Ethernet19,r-liger-12,Ethernet11,50000,112,Access
r-moose-01,Ethernet20,r-liger-12,Ethernet12,50000,113,Access
r-moose-01,Ethernet21,r-liger-12,Ethernet13,50000,114,Access
r-moose-01,Ethernet22,r-liger-12,Ethernet14,50000,115,Access
r-moose-01,Ethernet23,r-liger-12,Ethernet15,50000,116,Access
r-moose-01,Ethernet32,r-liger-12,Ethernet16,50000,117,Access
r-moose-01,Ethernet33,r-liger-12,Ethernet17,50000,118,Access
r-moose-01,Ethernet34,r-liger-12,Ethernet18,50000,119,Access
r-moose-01,Ethernet35,r-liger-12,Ethernet19,50000,120,Access
r-moose-01,Ethernet36,r-liger-12,Ethernet20,50000,121,Access
r-moose-01,Ethernet37,r-liger-12,Ethernet21,50000,122,Access
r-moose-01,Ethernet38,r-liger-12,Ethernet22,50000,123,Access
r-moose-01,Ethernet39,r-liger-12,Ethernet23,50000,124,Access
r-moose-01,Ethernet48,r-liger-12,Ethernet24,50000,125,Access
r-moose-01,Ethernet49,r-liger-12,Ethernet25,50000,126,Access
r-moose-01,Ethernet50,r-liger-12,Ethernet26,50000,127,Access
r-moose-01,Ethernet51,r-liger-12,Ethernet27,50000,128,Access
r-moose-01,Ethernet52,r-liger-12,Ethernet28,50000,129,Access
r-moose-01,Ethernet53,r-liger-12,Ethernet29,50000,130,Access
r-moose-01,Ethernet54,r-liger-12,Ethernet30,50000,131,Access
r-moose-01,Ethernet55,r-liger-12,Ethernet31,50000,132,Access
r-moose-01,Ethernet64,r-liger-12,Ethernet32,50000,133,Access
r-moose-01,Ethernet65,r-liger-12,Ethernet33,50000,134,Access
r-moose-01,Ethernet66,r-liger-12,Ethernet34,50000,135,Access
r-moose-01,Ethernet67,r-liger-12,Ethernet35,50000,136,Access
r-moose-01,Ethernet68,r-liger-12,Ethernet36,50000,137,Access
r-moose-01,Ethernet69,r-liger-12,Ethernet37,50000,138,Access
r-moose-01,Ethernet70,r-liger-12,Ethernet38,50000,139,Access
r-moose-01,Ethernet71,r-liger-12,Ethernet39,50000,140,Access
r-moose-01,Ethernet80,r-liger-12,Ethernet40,50000,141,Access
r-moose-01,Ethernet81,r-liger-12,Ethernet41,50000,142,Access
r-moose-01,Ethernet82,r-liger-12,Ethernet42,50000,143,Access
r-moose-01,Ethernet83,r-liger-12,Ethernet43,50000,144,Access
r-moose-01,Ethernet84,r-liger-12,Ethernet44,50000,145,Access
r-moose-01,Ethernet85,r-liger-12,Ethernet45,50000,146,Access
r-moose-01,Ethernet86,r-liger-12,Ethernet46,50000,147,Access
r-moose-01,Ethernet87,r-liger-12,Ethernet47,50000,148,Access
r-moose-01,Ethernet96,r-liger-12,Ethernet48,50000,149,Access
r-moose-01,Ethernet97,r-liger-12,Ethernet49,50000,150,Access
r-moose-01,Ethernet98,r-liger-12,Ethernet50,50000,151,Access
r-moose-01,Ethernet99,r-liger-12,Ethernet51,50000,152,Access
r-moose-01,Ethernet100,r-liger-12,Ethernet52,50000,153,Access
r-moose-01,Ethernet101,r-liger-12,Ethernet53,50000,154,Access
r-moose-01,Ethernet102,r-liger-12,Ethernet54,50000,155,Access
r-moose-01,Ethernet103,r-liger-12,Ethernet55,50000,156,Access
r-moose-01,Ethernet112,r-liger-12,Ethernet56,50000,157,Access
r-moose-01,Ethernet113,r-liger-12,Ethernet57,50000,158,Access
r-moose-01,Ethernet114,r-liger-12,Ethernet58,50000,159,Access
r-moose-01,Ethernet115,r-liger-12,Ethernet59,50000,160,Access
r-moose-01,Ethernet116,r-liger-12,Ethernet60,50000,161,Access
r-moose-01,Ethernet117,r-liger-12,Ethernet61,50000,162,Access
r-moose-01,Ethernet118,r-liger-12,Ethernet62,50000,163,Access
r-moose-01,Ethernet119,r-liger-12,Ethernet63,50000,164,Access
r-moose-01,Ethernet128,r-liger-12,Ethernet64,50000,165,Access
r-moose-01,Ethernet129,r-liger-12,Ethernet65,50000,166,Access
r-moose-01,Ethernet130,r-liger-12,Ethernet66,50000,167,Access
r-moose-01,Ethernet131,r-liger-12,Ethernet67,50000,168,Access
r-moose-01,Ethernet132,r-liger-12,Ethernet68,50000,169,Access
r-moose-01,Ethernet133,r-liger-12,Ethernet69,50000,170,Access
r-moose-01,Ethernet134,r-liger-12,Ethernet70,50000,171,Access
r-moose-01,Ethernet135,r-liger-12,Ethernet71,50000,172,Access
r-moose-01,Ethernet144,r-liger-12,Ethernet72,50000,173,Access
r-moose-01,Ethernet145,r-liger-12,Ethernet73,50000,174,Access
r-moose-01,Ethernet146,r-liger-12,Ethernet74,50000,175,Access
r-moose-01,Ethernet147,r-liger-12,Ethernet75,50000,176,Access
r-moose-01,Ethernet148,r-liger-12,Ethernet76,50000,177,Access
r-moose-01,Ethernet149,r-liger-12,Ethernet77,50000,178,Access
r-moose-01,Ethernet150,r-liger-12,Ethernet78,50000,179,Access
r-moose-01,Ethernet151,r-liger-12,Ethernet79,50000,180,Access
r-moose-01,Ethernet160,r-liger-12,Ethernet80,50000,181,Access
r-moose-01,Ethernet161,r-liger-12,Ethernet81,50000,182,Access
r-moose-01,Ethernet162,r-liger-12,Ethernet82,50000,183,Access
r-moose-01,Ethernet163,r-liger-12,Ethernet83,50000,184,Access
r-moose-01,Ethernet164,r-liger-12,Ethernet84,50000,185,Access
r-moose-01,Ethernet165,r-liger-12,Ethernet85,50000,186,Access
r-moose-01,Ethernet166,r-liger-12,Ethernet86,50000,187,Access
r-moose-01,Ethernet167,r-liger-12,Ethernet87,50000,188,Access
r-moose-01,Ethernet176,r-liger-12,Ethernet88,50000,189,Access
r-moose-01,Ethernet177,r-liger-12,Ethernet89,50000,190,Access
r-moose-01,Ethernet178,r-liger-12,Ethernet90,50000,191,Access
r-moose-01,Ethernet179,r-liger-12,Ethernet91,50000,192,Access
r-moose-01,Ethernet180,r-liger-12,Ethernet92,50000,193,Access
r-moose-01,Ethernet181,r-liger-12,Ethernet93,50000,194,Access
r-moose-01,Ethernet182,r-liger-12,Ethernet94,50000,195,Access
r-moose-01,Ethernet183,r-liger-12,Ethernet95,50000,196,Access
r-moose-01,Ethernet192,r-liger-12,Ethernet96,50000,197,Access
r-moose-01,Ethernet193,r-liger-12,Ethernet97,50000,198,Access
r-moose-01,Ethernet194,r-liger-12,Ethernet98,50000,199,Access
r-moose-01,Ethernet195,r-liger-12,Ethernet99,50000,200,Access
r-moose-01,Ethernet196,r-liger-12,Ethernet100,50000,201,Access
r-moose-01,Ethernet197,r-liger-12,Ethernet101,50000,202,Access
r-moose-01,Ethernet198,r-liger-12,Ethernet102,50000,203,Access
r-moose-01,Ethernet199,r-liger-12,Ethernet103,50000,204,Access
r-moose-01,Ethernet208,r-liger-12,Ethernet104,50000,205,Access
r-moose-01,Ethernet209,r-liger-12,Ethernet105,50000,206,Access
r-moose-01,Ethernet210,r-liger-12,Ethernet106,50000,207,Access
r-moose-01,Ethernet211,r-liger-12,Ethernet107,50000,208,Access
r-moose-01,Ethernet212,r-liger-12,Ethernet108,50000,209,Access
r-moose-01,Ethernet213,r-liger-12,Ethernet109,50000,210,Access
r-moose-01,Ethernet214,r-liger-12,Ethernet110,50000,211,Access
r-moose-01,Ethernet215,r-liger-12,Ethernet111,50000,212,Access
r-moose-01,Ethernet224,r-liger-12,Ethernet112,50000,213,Access
r-moose-01,Ethernet225,r-liger-12,Ethernet113,50000,214,Access
r-moose-01,Ethernet226,r-liger-12,Ethernet114,50000,215,Access
r-moose-01,Ethernet227,r-liger-12,Ethernet115,50000,216,Access
r-moose-01,Ethernet228,r-liger-12,Ethernet116,50000,217,Access
r-moose-01,Ethernet229,r-liger-12,Ethernet117,50000,218,Access
r-moose-01,Ethernet230,r-liger-12,Ethernet118,50000,219,Access
r-moose-01,Ethernet231,r-liger-12,Ethernet119,50000,220,Access
r-moose-01,Ethernet240,r-liger-12,Ethernet120,50000,221,Access
r-moose-01,Ethernet241,r-liger-12,Ethernet121,50000,222,Access
r-moose-01,Ethernet242,r-liger-12,Ethernet122,50000,223,Access
r-moose-01,Ethernet243,r-liger-12,Ethernet123,50000,224,Access
r-moose-01,Ethernet244,r-liger-12,Ethernet124,50000,225,Access
r-moose-01,Ethernet245,r-liger-12,Ethernet125,50000,226,Access
r-moose-01,Ethernet246,r-liger-12,Ethernet126,50000,227,Access
r-moose-01,Ethernet247,r-liger-12,Ethernet127,50000,228,Access
r-moose-01,Ethernet256,r-liger-12,Ethernet128,50000,229,Access
r-moose-01,Ethernet257,r-liger-12,Ethernet129,50000,230,Access
r-moose-01,Ethernet258,r-liger-12,Ethernet130,50000,231,Access
r-moose-01,Ethernet259,r-liger-12,Ethernet131,50000,232,Access
r-moose-01,Ethernet260,r-liger-12,Ethernet132,50000,233,Access
r-moose-01,Ethernet261,r-liger-12,Ethernet133,50000,234,Access
r-moose-01,Ethernet262,r-liger-12,Ethernet134,50000,235,Access
r-moose-01,Ethernet263,r-liger-12,Ethernet135,50000,236,Access
r-moose-01,Ethernet272,r-liger-12,Ethernet136,50000,237,Access
